股票代码,股票名称,信号日,实际买入日,买入价,买点,MA5,MA10,MA20,MA60,20日动量,60日动量,换手率,入场评分,条件复核,买入原因,卖出日,卖出价,卖出原因,持仓日数,收益率,盈亏,盈亏金额
002297.SZ,博云新材,2026-05-06,2026-05-07,24.33,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,22.966,21.811,17.3315,13.8235,1.202752,0.999167,3685.131592,62.13,True,MA5>MA10>MA20>MA60；20日动量120.28%；当日评分62.13，评分排序最多持4只,2026-05-08,25.6681,5.5%固定止盈,1,0.053524,盈利,14595.29
002980.SZ,华盛昌,2026-05-06,2026-05-07,76.32,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,80.614,80.268,69.68,44.6018,0.809546,2.438549,1760.137695,54.96,True,MA5>MA10>MA20>MA60；20日动量80.95%；当日评分54.96，评分排序最多持4只,2026-05-08,82.03,5.5%固定止盈,1,0.073313,盈利,19037.12
300209.SZ,行云科技,2026-05-06,2026-05-07,21.19,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,16.558,14.91,13.4065,10.359,1.230523,1.935393,1925.345459,58.76,True,MA5>MA10>MA20>MA60；20日动量123.05%；当日评分58.76，评分排序最多持4只,2026-05-08,23.01,5.5%固定止盈,1,0.08437,盈利,23078.87
301511.SZ,德福科技,2026-05-06,2026-05-07,88.9377,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,74.4571,67.3586,55.8468,41.9935,1.36478,1.984127,1179.906372,55.98,True,MA5>MA10>MA20>MA60；20日动量136.48%；当日评分55.98，评分排序最多持4只,2026-05-08,93.8292,5.5%固定止盈,1,0.053524,盈利,13814.54
301373.SZ,凌玮科技,2026-05-07,2026-05-08,137.6683,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,120.3326,113.3514,101.0678,70.5508,1.026792,2.907035,1797.559326,65.51,True,MA5>MA10>MA20>MA60；20日动量102.68%；当日评分65.51，评分排序最多持4只,2026-05-12,145.24,5.5%固定止盈,2,0.053524,盈利,15484.81
603399.SH,永杉锂业,2026-05-07,2026-05-08,22.97,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,19.392,16.623,14.3995,12.1022,1.07156,0.920068,3233.93457,57.4,True,MA5>MA10>MA20>MA60；20日动量107.16%；当日评分57.40，评分排序最多持4只,2026-05-11,24.2333,5.5%固定止盈,1,0.053524,盈利,13902.48
603629.SH,利通电子,2026-05-07,2026-05-08,109.2118,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,101.6646,89.6456,74.474,51.9606,1.66375,3.655294,1109.159424,79.15,True,MA5>MA10>MA20>MA60；20日动量166.37%；当日评分79.15，评分排序最多持4只,2026-05-11,119.5899,5.5%固定止盈,1,0.093494,盈利,26566.42
688530.SH,欧莱新材,2026-05-07,2026-05-08,55.21,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,53.996,46.616,39.302,33.6727,0.979239,1.662942,2332.329834,56.03,True,MA5>MA10>MA20>MA60；20日动量97.92%；当日评分56.03，评分排序最多持4只,2026-05-11,58.2465,5.5%固定止盈,1,0.053524,盈利,13307.09
002297.SZ,博云新材,2026-05-08,2026-05-11,26.46,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,24.436,23.012,18.785,14.2685,1.396086,1.206867,2919.013184,65.73,True,MA5>MA10>MA20>MA60；20日动量139.61%；当日评分65.73，评分排序最多持4只,2026-05-12,24.3432,8%固定止损,1,-0.081287,亏损,-24536.93
300209.SZ,行云科技,2026-05-08,2026-05-11,22.99,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,20.252,16.879,14.75,10.8763,1.386037,2.074074,1625.77771,64.03,True,MA5>MA10>MA20>MA60；20日动量138.60%；当日评分64.03，评分排序最多持4只,2026-05-12,24.2544,5.5%固定止盈,1,0.053524,盈利,15761.65
600396.SH,华电辽能,2026-05-08,2026-05-11,12.67,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,11.14,10.459,8.969,6.2083,0.654255,3.06536,2385.533447,67.63,True,MA5>MA10>MA20>MA60；20日动量65.43%；当日评分67.63，评分排序最多持4只,2026-05-12,14.0,5.5%固定止盈,1,0.103426,盈利,31471.94
002580.SZ,圣阳股份,2026-05-11,2026-05-12,34.523,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,30.8082,29.5357,27.4013,18.5008,1.185587,1.75261,3856.628418,71.7,True,MA5>MA10>MA20>MA60；20日动量118.56%；当日评分71.70，评分排序最多持4只,2026-05-13,31.7611,8%固定止损,1,-0.081287,亏损,-25554.96
300489.SZ,光智科技,2026-05-11,2026-05-12,130.0,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,112.808,104.149,87.8825,58.982,1.498047,1.998125,1132.358521,61.26,True,MA5>MA10>MA20>MA60；20日动量149.80%；当日评分61.26，评分排序最多持4只,2026-05-15,119.6,8%固定止损,3,-0.081287,亏损,-23264.38
301511.SZ,德福科技,2026-05-11,2026-05-12,91.9149,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,89.0475,77.5762,63.9248,45.1982,1.254673,2.234761,1498.150146,61.6,True,MA5>MA10>MA20>MA60；20日动量125.47%；当日评分61.60，评分排序最多持4只,2026-05-13,96.9702,5.5%固定止盈,1,0.053524,盈利,15753.92
603629.SH,利通电子,2026-05-11,2026-05-12,116.2138,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,113.0518,98.2835,81.4692,54.9568,1.312784,2.957705,1216.460938,68.73,True,MA5>MA10>MA20>MA60；20日动量131.28%；当日评分68.73，评分排序最多持4只,2026-05-13,122.6055,5.5%固定止盈,1,0.053524,盈利,16806.38
300209.SZ,行云科技,2026-05-12,2026-05-13,25.16,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,23.176,19.095,16.0265,11.4608,1.178151,2.615063,1919.761963,65.9,True,MA5>MA10>MA20>MA60；20日动量117.82%；当日评分65.90，评分排序最多持4只,2026-05-14,26.5438,5.5%固定止盈,1,0.053524,盈利,15632.25
300736.SZ,百邦科技,2026-05-12,2026-05-13,44.01,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,35.146,31.158,27.383,22.7412,1.235556,1.55186,3274.202637,66.93,True,MA5>MA10>MA20>MA60；20日动量123.56%；当日评分66.93，评分排序最多持4只,2026-05-14,48.01,5.5%固定止盈,1,0.089362,盈利,26368.43
600396.SH,华电辽能,2026-05-12,2026-05-13,15.05,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,12.816,11.455,9.6645,6.5858,1.107843,3.934426,2244.531982,79.46,True,MA5>MA10>MA20>MA60；20日动量110.78%；当日评分79.46，评分排序最多持4只,2026-05-14,17.65,5.5%固定止盈,1,0.171117,盈利,53861.59
002297.SZ,博云新材,2026-05-13,2026-05-14,26.15,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,25.172,24.069,20.8865,14.9107,1.381603,1.000765,3496.424072,66.59,True,MA5>MA10>MA20>MA60；20日动量138.16%；当日评分66.59，评分排序最多持4只,2026-05-19,24.058,8%固定止损,3,-0.081287,亏损,-27227.46
301511.SZ,德福科技,2026-05-13,2026-05-14,95.9711,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,95.1619,84.8095,69.2843,47.4899,1.334552,2.505834,1150.776733,60.05,True,MA5>MA10>MA20>MA60；20日动量133.46%；当日评分60.05，评分排序最多持4只,2026-05-19,101.2496,5.5%固定止盈,3,0.053524,盈利,16449.15
603629.SH,利通电子,2026-05-13,2026-05-14,124.9073,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,116.829,105.6937,87.9794,57.8787,1.376307,3.31775,1113.767944,67.88,True,MA5>MA10>MA20>MA60；20日动量137.63%；当日评分67.88，评分排序最多持4只,2026-05-22,132.5731,5.5%固定止盈,6,0.059887,盈利,19462.31
600396.SH,华电辽能,2026-05-14,2026-05-15,15.8,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,14.874,12.843,10.6275,7.0353,1.279452,4.367742,2453.712891,88.99,True,MA5>MA10>MA20>MA60；20日动量127.95%；当日评分88.99，评分排序最多持4只,2026-05-18,16.669,5.5%固定止盈,1,0.053524,盈利,17433.2
300632.SZ,光莆股份,2026-05-15,2026-05-18,33.8928,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,30.1666,26.9648,22.1041,17.1672,0.979787,1.569971,3166.974365,62.13,True,MA5>MA10>MA20>MA60；20日动量97.98%；当日评分62.13，评分排序最多持4只,2026-05-19,35.757,5.5%固定止盈,1,0.053524,盈利,17790.45
300721.SZ,怡达股份,2026-05-18,2026-05-19,34.11,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,25.494,23.012,20.356,16.8602,1.218325,0.782059,3912.83374,66.91,True,MA5>MA10>MA20>MA60；20日动量121.83%；当日评分66.91，评分排序最多持4只,2026-05-22,31.3812,8%固定止损,3,-0.081287,亏损,-27191.51
600396.SH,华电辽能,2026-05-18,2026-05-19,14.15,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,16.274,14.032,11.4795,7.4825,0.949068,3.996815,1592.823975,73.21,True,MA5>MA10>MA20>MA60；20日动量94.91%；当日评分73.21，评分排序最多持4只,2026-05-20,15.55,5.5%固定止盈,1,0.097403,盈利,33101.05
688549.SH,中巨芯-U,2026-05-18,2026-05-19,17.75,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,15.098,13.811,11.9015,10.2672,1.037199,1.034973,3574.716064,62.65,True,MA5>MA10>MA20>MA60；20日动量103.72%；当日评分62.65，评分排序最多持4只,2026-05-21,16.33,8%固定止损,2,-0.081287,亏损,-25556.25
300302.SZ,同有科技,2026-05-19,2026-05-20,57.5,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,48.824,42.872,33.967,25.1203,1.526584,2.198708,3045.252686,75.5,True,MA5>MA10>MA20>MA60；20日动量152.66%；当日评分75.50，评分排序最多持4只,2026-05-22,52.9,8%固定止损,2,-0.081287,亏损,-28063.68
600396.SH,华电辽能,2026-05-20,2026-05-21,14.5,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,16.09,15.018,12.2925,7.8893,1.036415,3.615873,1390.805176,65.31,True,MA5>MA10>MA20>MA60；20日动量103.64%；当日评分65.31，评分排序最多持4只,2026-05-25,15.2975,5.5%固定止盈,2,0.053524,盈利,18328.75
300632.SZ,光莆股份,2026-05-21,2026-05-22,36.5943,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,37.4117,32.7654,26.1807,18.7665,1.158596,1.543509,3161.533936,58.07,True,MA5>MA10>MA20>MA60；20日动量115.86%；当日评分58.07，评分排序最多持4只,2026-05-25,33.6668,8%固定止损,1,-0.081287,亏损,-25599.85
603115.SH,海星股份,2026-05-21,2026-05-22,106.2735,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,90.3245,77.7528,67.5583,46.6404,1.389065,3.017477,488.304626,61.05,True,MA5>MA10>MA20>MA60；20日动量138.91%；当日评分61.05，评分排序最多持4只,2026-05-25,120.5129,5.5%固定止盈,1,0.132402,盈利,43650.19
603779.SH,威龙股份,2026-05-21,2026-05-22,13.07,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,12.11,9.921,8.093,7.0502,1.341936,1.107402,4262.981445,63.4,True,MA5>MA10>MA20>MA60；20日动量134.19%；当日评分63.40，评分排序最多持4只,2026-05-25,13.7888,5.5%固定止盈,1,0.053524,盈利,17781.24
002980.SZ,华盛昌,2026-05-22,2026-05-25,121.23,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,108.55,98.738,89.87,59.3343,0.415815,3.958671,1520.49585,58.27,True,MA5>MA10>MA20>MA60；20日动量41.58%；当日评分58.27，评分排序最多持4只,2026-05-26,133.55,5.5%固定止盈,1,0.100084,盈利,33996.63
300209.SZ,行云科技,2026-05-22,2026-05-25,31.2,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,28.37,26.889,21.884,14.103,1.408418,3.055118,1602.341797,69.31,True,MA5>MA10>MA20>MA60；20日动量140.84%；当日评分69.31，评分排序最多持4只,2026-05-26,28.704,8%固定止损,1,-0.081287,亏损,-28171.05
300721.SZ,怡达股份,2026-05-22,2026-05-25,31.96,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,32.394,28.016,24.0505,17.9643,1.248089,1.065773,2582.507568,54.15,True,MA5>MA10>MA20>MA60；20日动量124.81%；当日评分54.15，评分排序最多持4只,2026-05-26,29.4032,8%固定止损,1,-0.081287,亏损,-25997.54
688260.SH,昀冢科技,2026-05-22,2026-05-25,80.0,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,59.98,55.232,45.267,34.345,1.498625,1.443212,1228.89624,53.23,True,MA5>MA10>MA20>MA60；20日动量149.86%；当日评分53.23，评分排序最多持4只,2026-05-27,84.4,5.5%固定止盈,2,0.053524,盈利,16711.19
300069.SZ,金利华电,2026-05-25,2026-05-26,50.0,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,43.454,34.902,28.8105,22.73,1.25138,1.856681,3286.371582,63.64,True,MA5>MA10>MA20>MA60；20日动量125.14%；当日评分63.64，评分排序最多持4只,2026-05-27,52.75,5.5%固定止盈,1,0.053524,盈利,18210.91
300632.SZ,光莆股份,2026-05-25,2026-05-26,36.1856,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,38.265,35.2316,28.1834,19.5384,1.233568,1.665266,3023.744629,59.84,True,MA5>MA10>MA20>MA60；20日动量123.36%；当日评分59.84，评分排序最多持4只,2026-05-27,31.9988,8%固定止损,1,-0.11694,亏损,-39804.25
603115.SH,海星股份,2026-05-25,2026-05-26,108.2636,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,104.5659,88.2717,73.9407,49.5853,1.132561,3.11752,716.510071,54.94,True,MA5>MA10>MA20>MA60；20日动量113.26%；当日评分54.94，评分排序最多持4只,2026-05-28,114.2181,5.5%固定止盈,2,0.053524,盈利,16816.41
002980.SZ,华盛昌,2026-05-26,2026-05-27,111.01,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,115.344,106.327,94.19,62.5768,0.521739,3.59793,2157.055664,64.43,True,MA5>MA10>MA20>MA60；20日动量52.17%；当日评分64.43，评分排序最多持4只,2026-05-28,117.39,5.5%固定止盈,1,0.055993,盈利,18660.35
300209.SZ,行云科技,2026-05-26,2026-05-27,26.41,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,28.526,27.547,23.321,14.7627,0.981032,2.223457,1786.020142,56.0,True,MA5>MA10>MA20>MA60；20日动量98.10%；当日评分56.00，评分排序最多持4只,2026-05-28,27.8625,5.5%固定止盈,1,0.053524,盈利,17257.62
300959.SZ,线上线下,2026-05-26,2026-05-27,207.31,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,190.544,175.97,136.571,99.7642,1.16137,1.412847,2317.137451,54.48,True,MA5>MA10>MA20>MA60；20日动量116.14%；当日评分54.48，评分排序最多持4只,2026-05-28,221.84,5.5%固定止盈,1,0.068591,盈利,21344.39
002552.SZ,宝鼎科技,2026-05-27,2026-05-28,48.79,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,43.706,39.612,32.922,23.396,1.417703,1.426993,1330.001709,50.67,True,MA5>MA10>MA20>MA60；20日动量141.77%；当日评分50.67，评分排序最多持4只,2026-05-29,54.8,5.5%固定止盈,1,0.12161,盈利,39781.15
300069.SZ,金利华电,2026-05-27,2026-05-28,52.8,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,51.04,40.368,31.79,23.8513,1.407044,1.841579,2356.526855,61.52,True,MA5>MA10>MA20>MA60；20日动量140.70%；当日评分61.52，评分排序最多持4只,2026-05-29,48.576,8%固定止损,1,-0.081287,亏损,-29205.75
603629.SH,利通电子,2026-05-27,2026-05-28,151.6732,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,143.2195,133.7572,119.7255,73.8786,0.956498,3.02406,668.52594,55.77,True,MA5>MA10>MA20>MA60；20日动量95.65%；当日评分55.77，评分排序最多持4只,2026-05-29,164.1639,5.5%固定止盈,1,0.080839,盈利,28220.2
688260.SH,昀冢科技,2026-05-27,2026-05-28,83.93,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,75.57,64.416,52.891,36.6652,1.750487,1.47793,1019.375305,54.94,True,MA5>MA10>MA20>MA60；20日动量175.05%；当日评分54.94，评分排序最多持4只,2026-05-29,92.0,5.5%固定止盈,1,0.094618,盈利,33376.76
300209.SZ,行云科技,2026-05-28,2026-05-29,29.01,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,28.08,27.735,24.692,15.391,1.141667,2.472973,1308.41626,49.96,True,MA5>MA10>MA20>MA60；20日动量114.17%；当日评分49.96，评分排序最多持4只,2026-06-01,26.6892,8%固定止损,1,-0.081287,亏损,-28317.47
300975.SZ,商络电子,2026-05-28,2026-05-29,36.927,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,29.5556,26.2372,24.2626,20.2497,0.870952,1.372078,2595.758789,46.54,True,MA5>MA10>MA20>MA60；20日动量87.10%；当日评分46.54，评分排序最多持4只,2026-06-01,38.958,5.5%固定止盈,1,0.053524,盈利,17405.24
600396.SH,华电辽能,2026-05-28,2026-05-29,19.18,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,17.058,16.333,14.588,9.2262,0.903162,4.732143,2376.008057,71.75,True,MA5>MA10>MA20>MA60；20日动量90.32%；当日评分71.75，评分排序最多持4只,2026-06-02,17.6456,8%固定止损,2,-0.081287,亏损,-30579.49
688143.SH,长盈通,2026-05-28,2026-05-29,170.5723,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,150.9352,139.8413,105.7323,75.7025,1.494899,1.910575,869.058044,47.92,True,MA5>MA10>MA20>MA60；20日动量149.49%；当日评分47.92，评分排序最多持4只,2026-06-01,156.9265,8%固定止损,1,-0.081287,亏损,-26362.56
002552.SZ,宝鼎科技,2026-05-29,2026-06-01,51.93,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,51.158,44.342,36.411,24.5763,1.625114,1.70892,1177.08313,51.95,True,MA5>MA10>MA20>MA60；20日动量162.51%；当日评分51.95，评分排序最多持4只,2026-06-02,57.78,5.5%固定止盈,1,0.111095,盈利,40989.73
003036.SZ,泰坦股份,2026-05-29,2026-06-01,71.01,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,64.9063,55.2439,47.6705,31.9604,1.10087,3.061282,1006.393127,51.3,True,MA5>MA10>MA20>MA60；20日动量110.09%；当日评分51.30，评分排序最多持4只,2026-06-02,65.3292,8%固定止损,1,-0.081287,亏损,-30036.44
301319.SZ,唯特偶,2026-05-29,2026-06-01,104.29,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,98.462,91.9419,77.2731,49.2001,1.332246,2.401574,774.97113,49.23,True,MA5>MA10>MA20>MA60；20日动量133.22%；当日评分49.23，评分排序最多持4只,2026-06-02,95.9468,8%固定止损,1,-0.081287,亏损,-27995.11
000636.SZ,风华高科,2026-06-01,2026-06-02,53.3972,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,48.4528,42.1556,34.7087,25.8785,1.177611,1.308176,2232.762939,49.54,True,MA5>MA10>MA20>MA60；20日动量117.76%；当日评分49.54，评分排序最多持4只,2026-06-03,58.9985,5.5%固定止盈,1,0.103353,盈利,36449.36
300069.SZ,金利华电,2026-06-01,2026-06-02,48.6,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,51.09,47.272,35.958,25.4002,1.172445,1.466769,1729.499878,47.36,True,MA5>MA10>MA20>MA60；20日动量117.24%；当日评分47.36，评分排序最多持4只,2026-06-03,51.273,5.5%固定止盈,1,0.053524,盈利,18481.93
301013.SZ,利和兴,2026-06-01,2026-06-02,45.47,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,45.21,41.428,34.5755,27.1553,0.859438,0.921959,3616.941162,49.64,True,MA5>MA10>MA20>MA60；20日动量85.94%；当日评分49.64，评分排序最多持4只,2026-06-03,52.94,5.5%固定止盈,1,0.162655,盈利,57728.66
688143.SH,长盈通,2026-06-01,2026-06-02,151.361,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,157.2044,148.2664,115.3929,79.1259,1.398405,1.695675,1051.431763,48.97,True,MA5>MA10>MA20>MA60；20日动量139.84%；当日评分48.97，评分排序最多持4只,2026-06-03,184.416,5.5%固定止盈,1,0.21668,盈利,75485.74
002552.SZ,宝鼎科技,2026-06-02,2026-06-03,58.87,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,56.504,48.792,40.122,25.8947,1.753965,2.115325,955.030823,52.63,True,MA5>MA10>MA20>MA60；20日动量175.40%；当日评分52.63，评分排序最多持4只,2026-06-08,62.1078,5.5%固定止盈,3,0.053524,盈利,20495.58
301319.SZ,唯特偶,2026-06-02,2026-06-03,109.99,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,107.46,98.0021,83.5415,51.8339,1.317027,2.560825,1037.794189,49.42,True,MA5>MA10>MA20>MA60；20日动量131.70%；当日评分49.42，评分排序最多持4只,2026-06-04,116.0394,5.5%固定止盈,1,0.053524,盈利,19441.06
600396.SH,华电辽能,2026-06-02,2026-06-03,18.78,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,19.152,17.199,15.927,10.0273,0.955645,4.896657,1994.271973,67.93,True,MA5>MA10>MA20>MA60；20日动量95.56%；当日评分67.93，评分排序最多持4只,2026-06-04,20.8,5.5%固定止盈,1,0.106012,盈利,42635.06
920725.BJ,惠丰钻石,2026-06-02,2026-06-03,82.32,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,56.054,45.671,39.2605,34.438,1.573436,1.210036,2141.768066,49.61,True,MA5>MA10>MA20>MA60；20日动量157.34%；当日评分49.61，评分排序最多持4只,2026-06-04,92.0,5.5%固定止盈,1,0.116026,盈利,42055.1
000636.SZ,风华高科,2026-06-03,2026-06-04,58.7089,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,55.3481,47.5552,38.2307,27.09,1.440145,1.549052,1749.784912,44.78,True,MA5>MA10>MA20>MA60；20日动量144.01%；当日评分44.78，评分排序最多持4只,2026-06-05,61.9379,5.5%固定止盈,1,0.053524,盈利,21697.31
301013.SZ,利和兴,2026-06-03,2026-06-04,55.8,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,48.746,45.52,37.3755,28.1407,1.053931,1.229184,3286.568359,45.68,True,MA5>MA10>MA20>MA60；20日动量105.39%；当日评分45.68，评分排序最多持4只,2026-06-05,58.869,5.5%固定止盈,1,0.053524,盈利,22415.49
688143.SH,长盈通,2026-06-03,2026-06-04,179.5182,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,170.7862,156.9425,126.9272,83.2422,1.748373,2.208808,1114.40918,50.5,True,MA5>MA10>MA20>MA60；20日动量174.84%；当日评分50.50，评分排序最多持4只,2026-06-08,164.9248,8%固定止损,2,-0.082577,亏损,-34119.27
600396.SH,华电辽能,2026-06-04,2026-06-05,22.45,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,20.248,18.653,16.947,10.6327,0.830833,5.002732,1857.233398,65.17,True,MA5>MA10>MA20>MA60；20日动量83.08%；当日评分65.17，评分排序最多持4只,2026-06-08,19.46,8%固定止损,1,-0.134398,亏损,-59179.04
920725.BJ,惠丰钻石,2026-06-04,2026-06-05,90.5,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,76.02,57.912,45.29,36.2905,1.788196,1.478819,2414.963623,57.49,True,MA5>MA10>MA20>MA60；20日动量178.82%；当日评分57.49，评分排序最多持4只,2026-06-08,77.77,8%固定止损,1,-0.141865,亏损,-57815.07
002421.SZ,达实智能,2026-06-05,2026-06-08,5.21,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,4.864,4.703,4.1085,3.2073,0.725166,0.809028,3889.703613,50.98,True,MA5>MA10>MA20>MA60；20日动量72.52%；当日评分50.98，评分排序最多持4只,2026-06-09,5.99,5.5%固定止盈,1,0.148104,盈利,58066.41
003036.SZ,泰坦股份,2026-06-05,2026-06-08,81.12,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,72.972,68.9391,56.7623,36.5864,0.966929,3.544323,757.558533,55.74,True,MA5>MA10>MA20>MA60；20日动量96.69%；当日评分55.74，评分排序最多持4只,2026-06-12,85.5816,5.5%固定止盈,4,0.053524,盈利,21724.55
300975.SZ,商络电子,2026-06-05,2026-06-08,43.01,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,42.584,37.3752,30.2178,22.8855,0.941545,1.871946,2180.219238,51.56,True,MA5>MA10>MA20>MA60；20日动量94.15%；当日评分51.56，评分排序最多持4只,2026-06-09,45.3755,5.5%固定止盈,1,0.053524,盈利,21193.86
301013.SZ,利和兴,2026-06-05,2026-06-08,53.94,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,53.894,49.225,40.355,29.2402,0.990443,1.304508,3026.996338,53.91,True,MA5>MA10>MA20>MA60；20日动量99.04%；当日评分53.91，评分排序最多持4只,2026-06-09,56.9067,5.5%固定止盈,1,0.053524,盈利,21668.3
301319.SZ,唯特偶,2026-06-08,2026-06-09,151.49,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,125.628,114.12,96.7433,58.264,0.994559,3.422498,1357.182617,67.02,True,MA5>MA10>MA20>MA60；20日动量99.46%；当日评分67.02，评分排序最多持4只,2026-06-10,139.3708,8%固定止损,1,-0.081287,亏损,-34503.85
600396.SH,华电辽能,2026-06-08,2026-06-09,19.6,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,20.404,19.526,17.6065,11.1627,0.410819,3.974226,1691.800171,64.49,True,MA5>MA10>MA20>MA60；20日动量41.08%；当日评分64.49，评分排序最多持4只,2026-06-10,20.85,5.5%固定止盈,1,0.062287,盈利,26021.89
688507.SH,索辰科技,2026-06-08,2026-06-09,220.8784,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,184.4085,181.8539,156.9071,112.3981,1.300562,1.255385,2610.262695,64.84,True,MA5>MA10>MA20>MA60；20日动量130.06%；当日评分64.84，评分排序最多持4只,2026-06-10,233.0267,5.5%固定止盈,1,0.053524,盈利,22478.1
002421.SZ,达实智能,2026-06-09,2026-06-10,5.7,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,5.252,4.901,4.381,3.3018,0.932203,0.986063,4832.542969,58.84,True,MA5>MA10>MA20>MA60；20日动量93.22%；当日评分58.84，评分排序最多持4只,2026-06-12,4.4,8%固定止损,2,-0.22915,亏损,-100252.25
301013.SZ,利和兴,2026-06-09,2026-06-10,63.29,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,56.29,51.501,43.0975,30.2692,1.13331,1.455498,2758.50708,54.12,True,MA5>MA10>MA20>MA60；20日动量113.33%；当日评分54.12，评分排序最多持4只,2026-06-11,58.2268,8%固定止损,1,-0.081287,亏损,-34493.35
688143.SH,长盈通,2026-06-09,2026-06-10,184.9157,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,183.4724,173.453,149.0386,91.5083,1.466234,2.145081,744.334351,54.38,True,MA5>MA10>MA20>MA60；20日动量146.62%；当日评分54.38，评分排序最多持4只,2026-06-11,195.0861,5.5%固定止盈,1,0.053524,盈利,22780.04
301313.SZ,凡拓数创,2026-06-10,2026-06-11,63.5,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,57.334,52.346,49.5775,38.1987,0.785971,1.173546,4131.121582,58.76,True,MA5>MA10>MA20>MA60；20日动量78.60%；当日评分58.76，评分排序最多持4只,2026-06-12,55.0,8%固定止损,1,-0.13507,亏损,-54930.88
688507.SH,索辰科技,2026-06-10,2026-06-11,233.8913,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,212.9648,191.9274,171.3457,117.1577,1.572212,1.557652,2281.886719,64.43,True,MA5>MA10>MA20>MA60；20日动量157.22%；当日评分64.43，评分排序最多持4只,2026-06-12,211.5435,8%固定止损,1,-0.096813,亏损,-40787.11
