signal_date,variant,rank,symbol,name,score,return_1d_net,return_3d_net,return_5d_net,return_10d_net
2024-09-24,quality_momentum,1,603529.SH,,1.0,0.01311954,0.08881792,0.0554746,-0.02364329
2024-09-24,quality_momentum,2,601628.SH,,0.99709302,0.00874678,0.09338878,,0.12399833
2024-09-24,quality_momentum,3,000521.SZ,,0.99418604,-0.0250823,0.08345294,0.12349509,-0.07250068
2024-09-24,quality_momentum,4,601100.SH,,0.99127907,-0.02319627,0.10087778,0.2325445,0.02587776
2024-09-24,quality_momentum,5,002659.SZ,,0.98837209,,,,
2024-09-24,quality_momentum,6,300274.SZ,,0.98546511,-0.01244257,0.14081028,0.43767323,0.15533845
2024-09-24,quality_momentum,7,000546.SZ,,0.98255813,-0.005761,0.08883365,,0.02512709
2024-09-24,quality_momentum,8,002321.SZ,,0.97965115,-0.01829349,0.03635133,,-0.02375797
2024-09-24,quality_momentum,9,002444.SZ,,0.97674417,-0.01728458,0.08109413,0.14426877,0.04282834
2024-09-24,quality_momentum,10,002647.SZ,,0.9738372,-0.02222527,0.14037633,0.38021378,0.35988851
2024-09-24,quality_momentum,11,001319.SZ,,0.97093022,0.00136447,0.0846071,,0.05794763
2024-09-24,quality_momentum,12,002309.SZ,,0.96802324,0.02827249,-0.03638272,-0.12258965,-0.139831
2024-09-24,quality_momentum,13,603991.SH,,0.96511626,-0.00400284,0.15838036,0.27263265,
2024-09-24,quality_momentum,14,600536.SH,,0.96220928,0.00614132,0.14686509,0.31630798,0.11814596
2024-09-24,quality_momentum,15,600375.SH,,0.95930231,0.02857615,0.02667139,-0.04189998,-0.03809045
2024-09-24,quality_momentum,16,300598.SZ,,0.95639533,0.05512524,0.30997537,0.70297946,0.73707702
2024-09-24,quality_momentum,17,688692.SH,,0.95348835,-0.01080214,0.16707686,0.44645576,0.22183077
2024-09-24,quality_momentum,18,600718.SH,,0.95058137,-0.01077896,0.08245071,0.21896573,0.07024205
2024-09-24,quality_momentum,19,002261.SZ,,0.94767439,0.05077063,0.18578552,0.48177956,0.48177956
2024-09-24,quality_momentum,20,600208.SH,,0.94476742,0.02414171,0.3783084,0.48247497,0.3783084
2024-09-25,quality_momentum,1,002321.SZ,,1.0,0.02587782,0.21476673,0.02587782,-0.0019
2024-09-25,quality_momentum,2,600375.SH,,0.9976415,-0.00929364,0.03691709,-0.04626229,-0.08138241
2024-09-25,quality_momentum,3,000546.SZ,,0.99528301,0.03104575,0.26747991,0.07949537,0.03685975
2024-09-25,quality_momentum,4,601628.SH,,0.99292451,0.04076524,0.27279051,0.13794722,0.17139472
2024-09-25,quality_momentum,5,000521.SZ,,0.99056602,0.06066742,0.29044082,0.03909245,-0.02563247
2024-09-25,quality_momentum,6,603991.SH,,0.98820752,,,,
2024-09-25,quality_momentum,7,603529.SH,,0.98584908,0.05758497,0.18898483,-0.01285,-0.01838879
2024-09-25,quality_momentum,8,002866.SZ,,0.98349059,0.01858023,0.26151811,0.08002092,0.06519044
2024-09-25,quality_momentum,9,601100.SH,,0.98113209,0.01985967,0.30935817,0.17406968,0.04653895
2024-09-25,quality_momentum,10,002468.SZ,,0.97877359,0.03939793,0.2429377,0.07774598,0.09741169
2024-09-25,quality_momentum,11,300231.SZ,,0.9764151,0.08143328,0.70945271,0.56814827,0.55607094
2024-09-25,quality_momentum,12,301259.SZ,,0.9740566,0.00949286,0.34944137,0.16127526,0.30129735
2024-09-25,quality_momentum,13,603389.SH,,0.97169811,0.07228857,0.25157757,0.02592076,0.18202582
2024-09-25,quality_momentum,14,301321.SZ,,0.96933961,0.04599549,0.4277082,0.19621325,0.17008838
2024-09-25,quality_momentum,15,000678.SZ,,0.96698111,0.05400062,0.29830711,0.08919733,0.08712698
2024-09-25,quality_momentum,16,300006.SZ,,0.96462262,0.0357712,0.44673009,0.43645607,0.28234653
2024-09-25,quality_momentum,17,002303.SZ,,0.96226418,0.06754443,0.30018331,0.11615554,0.10226669
2024-09-25,quality_momentum,18,002659.SZ,,0.95990568,-0.018994,0.20109152,0.0173308,0.0151941
2024-09-25,quality_momentum,19,600336.SH,,0.95754719,,,,
2024-09-25,quality_momentum,20,002591.SZ,,0.95518869,0.0115529,0.24473675,0.07433322,0.08330182
2024-09-26,quality_momentum,1,601319.SH,,1.0,0.02911922,,0.05718425,0.04832159
2024-09-26,quality_momentum,2,002480.SZ,,0.99820787,0.01989169,,-0.0019,0.09253096
2024-09-26,quality_momentum,3,002595.SZ,,0.99641579,-0.00973231,0.08056943,0.08287309,0.08310342
2024-09-26,quality_momentum,4,603529.SH,,0.99462366,0.01234587,-0.0186597,-0.13569884,-0.08179075
2024-09-26,quality_momentum,5,603444.SH,,0.99283153,0.0869785,0.19169809,0.13127752,0.03735231
2024-09-26,quality_momentum,6,601628.SH,,0.99103945,0.03750391,,0.07412934,0.07513963
2024-09-26,quality_momentum,7,000521.SZ,,0.98924732,0.04378522,0.08236391,-0.04250914,-0.08007264
2024-09-26,quality_momentum,8,600415.SH,,0.98745519,0.02351441,0.11743704,0.158321,0.18705036
2024-09-26,quality_momentum,9,002321.SZ,,0.98566306,0.025127,,0.025127,-0.06135947
2024-09-26,quality_momentum,10,603389.SH,,0.98387098,0.0412655,,-0.02348268,0.01392736
2024-09-26,quality_momentum,11,300011.SZ,,0.98207885,0.0631887,0.36200531,0.34425386,0.20076269
2024-09-26,quality_momentum,12,002444.SZ,,0.98028672,0.06042293,0.12239175,0.07954477,-0.0057952
2024-09-26,quality_momentum,13,601601.SH,,0.97849464,0.04753502,,0.04866503,0.0432978
2024-09-26,quality_momentum,14,601100.SH,,0.97670251,0.10087778,0.2325445,0.13180372,0.00476666
2024-09-26,quality_momentum,15,600715.SH,,0.97491038,-0.02103875,-0.07367028,-0.16457937,-0.07367028
2024-09-26,quality_momentum,16,000651.SZ,,0.97311831,0.00674361,0.11622936,0.09872054,0.02846338
2024-09-26,quality_momentum,17,688603.SH,,0.97132617,0.03568064,0.32068067,0.31745486,0.30358391
2024-09-26,quality_momentum,18,600520.SH,,0.96953404,0.08562621,,,0.66948362
2024-09-26,quality_momentum,19,300002.SZ,,0.96774191,0.1092111,0.3869889,0.184608,0.2371873
2024-09-26,quality_momentum,20,002468.SZ,,0.96594983,0.04531434,0.07458721,0.04814724,0.02548427
2024-09-27,quality_momentum,1,002444.SZ,,1.0,,,,
2024-09-27,quality_momentum,2,002480.SZ,,0.99863946,0.13791047,-0.04218427,-0.01137866,0.06445077
2024-09-27,quality_momentum,3,300011.SZ,,0.99727893,0.33421113,0.14532228,0.19532223,0.17865558
2024-09-27,quality_momentum,4,601100.SH,,0.99591839,,,,
2024-09-27,quality_momentum,5,600715.SH,,0.9945578,0.04688052,-0.09946096,-0.08970483,-0.04092439
2024-09-27,quality_momentum,6,600316.SH,,0.99319726,0.13734575,0.04451525,-0.01847688,0.17091392
2024-09-27,quality_momentum,7,002468.SZ,,0.99183673,0.13966894,-0.01181887,0.0269548,0.00080517
2024-09-27,quality_momentum,8,000651.SZ,,0.99047619,0.15674643,0.05654867,0.06731549,0.03743201
2024-09-27,quality_momentum,9,002606.SZ,,0.98911566,0.14441583,0.08546846,0.09283687,0.12862636
2024-09-27,quality_momentum,10,300150.SZ,,0.98775512,0.31678133,0.13820988,0.08601207,0.16568238
2024-09-27,quality_momentum,11,688163.SH,,0.98639458,0.18414659,0.04926287,0.1114721,0.12949538
2024-09-27,quality_momentum,12,002312.SZ,,0.98503399,0.1551964,0.06527227,-0.01598455,0.11077598
2024-09-27,quality_momentum,13,000521.SZ,,0.98367345,0.1612068,-0.06500675,-0.11937568,-0.07180291
2024-09-27,quality_momentum,14,600520.SH,,0.98231292,0.1523169,,,0.68870248
2024-09-27,quality_momentum,15,002012.SZ,,0.98095238,,,,
2024-09-27,quality_momentum,16,000068.SZ,,0.97959185,0.15327241,-0.0363828,-0.0794862,-0.04787704
2024-09-27,quality_momentum,17,002861.SZ,,0.97823131,0.16622748,0.00606812,-0.01385222,0.01802034
2024-09-27,quality_momentum,18,600375.SH,,0.97687078,0.03884083,-0.04449259,-0.06115919,-0.07597404
2024-09-27,quality_momentum,19,002819.SZ,,0.97551018,0.13429944,0.15091793,-0.00876415,0.13718957
2024-09-27,quality_momentum,20,601318.SH,,0.97414964,,,,
2024-09-30,quality_momentum,1,002294.SZ,,1.0,-0.08273989,-0.065942,-0.08195243,-0.0399577
2024-09-30,quality_momentum,2,000913.SZ,,0.99719888,,-0.12719773,-0.10957028,-0.14911294
2024-09-30,quality_momentum,3,603112.SH,,0.99439776,-0.03751457,-0.12480508,-0.11223523,-0.14156484
2024-09-30,quality_momentum,4,600936.SH,,0.99159664,,-0.14475716,-0.14143491,-0.10821227
2024-09-30,quality_momentum,5,600415.SH,,0.98879552,-0.04803937,-0.01319946,0.01504914,0.08849547
2024-09-30,quality_momentum,6,002595.SZ,,0.9859944,-0.07889865,-0.07693436,-0.06966665,-0.04845273
2024-09-30,quality_momentum,7,002444.SZ,,0.98319328,-0.08134334,-0.11642593,-0.13411225,-0.1813723
2024-09-30,quality_momentum,8,002933.SZ,,0.98039216,-0.05443278,-0.11884805,-0.12635276,-0.09195624
2024-09-30,quality_momentum,9,002922.SZ,,0.97759104,,-0.17106668,-0.21439999,-0.23189999
2024-09-30,quality_momentum,10,600062.SH,,0.97478992,-0.07508009,-0.10573143,-0.11071228,-0.08925634
2024-09-30,quality_momentum,11,002597.SZ,,0.9719888,-0.12007525,-0.14809252,-0.15779076,-0.16138272
2024-09-30,quality_momentum,12,603118.SH,,0.96918768,,-0.13267794,-0.14169708,-0.07743555
2024-09-30,quality_momentum,13,000068.SZ,,0.96638656,,-0.17602937,-0.18100449,-0.18349205
2024-09-30,quality_momentum,14,600660.SH,,0.96358544,-0.0979937,-0.09096249,-0.09783746,-0.08549374
2024-09-30,quality_momentum,15,603768.SH,,0.96078432,-0.06355707,-0.13356349,-0.12906767,-0.14808891
2024-09-30,quality_momentum,16,600233.SH,,0.9579832,-0.10778232,-0.10982843,-0.12057005,-0.12210458
2024-09-30,quality_momentum,17,603766.SH,,0.95518208,-0.02718743,-0.07431384,-0.08121041,-0.05247475
2024-09-30,quality_momentum,18,603698.SH,,0.95238096,-0.03674938,-0.08341206,-0.09817876,-0.0934534
2024-09-30,quality_momentum,19,002606.SZ,,0.94957983,-0.06985227,-6.343e-05,-0.0285299,-0.0285299
2024-09-30,quality_momentum,20,000985.SZ,,0.94677871,-0.07950138,-0.10360487,-0.11007161,-0.08596819
2024-10-08,quality_momentum,1,002597.SZ,,1.0,-0.05851916,-0.03774525,-0.07481245,-0.03367193
2024-10-08,quality_momentum,2,600715.SH,,0.99397588,-0.0482918,-0.03798248,0.01871855,0.02387317
2024-10-08,quality_momentum,3,002294.SZ,,0.98795182,0.00495325,-0.0187475,-0.02417298,-0.01503535
2024-10-08,quality_momentum,4,600298.SH,,0.98192769,0.05179313,0.04923634,0.0083272,0.03077043
2024-10-08,quality_momentum,5,603099.SH,,0.97590363,-0.09675478,-0.01590072,-0.0533526,0.15315777
2024-10-08,quality_momentum,6,002827.SZ,,0.96987951,-0.07561449,-0.02563248,0.11640278,0.11963904
2024-10-08,quality_momentum,7,601222.SH,,0.96385545,-0.05581526,-0.09175874,-0.12641857,-0.09175874
2024-10-08,quality_momentum,8,002922.SZ,,0.95783132,-0.06695576,-0.12271789,-0.16082197,-0.13015283
2024-10-08,quality_momentum,9,600062.SH,,0.9518072,-0.02711703,-0.07424391,-0.06349571,-0.00148662
2024-10-08,quality_momentum,10,603997.SH,,0.94578314,0.01539325,-0.02671199,-0.03799024,-0.03573455
2024-10-08,quality_momentum,11,603129.SH,,0.93975902,-0.0335687,-0.04093781,-0.10555412,-0.08094994
2024-10-08,quality_momentum,12,601058.SH,,0.93373495,-0.05126707,-0.06708983,-0.10569747,-0.13164685
2024-10-08,quality_momentum,13,603699.SH,,0.92771083,0.04333804,-0.0019,0.01714765,0.08002166
2024-10-08,quality_momentum,14,002884.SZ,,0.92168677,-0.03884581,-0.03391979,-0.06199852,0.00351865
2024-10-08,quality_momentum,15,600127.SH,,0.91566265,-0.0701451,-0.06457407,0.00367103,-0.01304205
2024-10-08,quality_momentum,16,002468.SZ,,0.90963858,-0.0387421,-0.0010228,-0.03961931,-0.03523329
2024-10-08,quality_momentum,17,603529.SH,,0.90361446,-0.05246819,-0.10701365,-0.07672484,0.00247755
2024-10-08,quality_momentum,18,600612.SH,,0.89759034,-0.0589459,-0.07106617,-0.11114371,-0.09595303
2024-10-08,quality_momentum,19,600156.SH,,0.89156628,-0.11771292,-0.05089775,-0.11103142,0.19854541
2024-10-08,quality_momentum,20,605133.SH,,0.88554215,-0.07120693,-0.08252239,-0.11081089,-0.07120693
2024-10-09,quality_momentum,1,002294.SZ,,1.0,0.00944427,-0.00785571,-0.00927376,-0.06032312
2024-10-09,quality_momentum,2,002595.SZ,,0.99929076,0.00861504,0.01655493,0.01676955,0.04795536
2024-10-09,quality_momentum,3,600609.SH,,0.99858159,0.02135576,0.02135576,-0.0019,-0.01352788
2024-10-09,quality_momentum,4,601319.SH,,0.99787235,-0.01429666,0.00360961,0.01462891,0.00498705
2024-10-09,quality_momentum,5,603218.SH,,0.99716312,0.01418814,-0.01544779,-0.02137494,0.13103822
2024-10-09,quality_momentum,6,600660.SH,,0.99645388,0.02995837,0.02217079,-0.01021857,0.0915513
2024-10-09,quality_momentum,7,002480.SZ,,0.99574471,0.01785307,0.10921106,0.22032212,0.11414933
2024-10-09,quality_momentum,8,600276.SH,,0.99503547,0.00680746,-0.00751143,-0.04795265,-0.02279782
2024-10-09,quality_momentum,9,600415.SH,,0.99432623,0.10686448,0.13854347,0.13854347,0.15755086
2024-10-09,quality_momentum,10,603380.SH,,0.993617,-0.01444176,-0.0445421,-0.08258564,-0.05750203
2024-10-09,quality_momentum,11,601601.SH,,0.99290782,0.01200401,0.03844893,0.01909226,0.06462124
2024-10-09,quality_momentum,12,000913.SZ,,0.99219859,-0.00893081,0.01108,-0.05652409,-0.0024408
2024-10-09,quality_momentum,13,601038.SH,,0.99148935,0.01015509,-0.02658432,-0.0914523,-0.08571177
2024-10-09,quality_momentum,14,000651.SZ,,0.99078012,0.02903212,0.03152329,-0.01207235,-0.01248749
2024-10-09,quality_momentum,15,600741.SH,,0.99007094,-0.0036321,-0.01979837,-0.03885148,-0.06656515
2024-10-09,quality_momentum,16,002352.SZ,,0.9893617,0.02194965,0.04555847,0.01954059,0.03519956
2024-10-09,quality_momentum,17,603112.SH,,0.98865247,-0.02901077,-0.01506808,-0.04760101,-0.08942901
2024-10-09,quality_momentum,18,601058.SH,,0.98794329,0.01607601,-0.01654716,-0.06980945,-0.07180681
2024-10-09,quality_momentum,19,600298.SH,,0.98723406,0.01373766,-0.01753766,-0.01996417,-0.02185145
2024-10-09,quality_momentum,20,000829.SZ,,0.98652482,-0.02085738,-0.00569155,0.03032744,0.21800512
2024-10-10,quality_momentum,1,600415.SH,,1.0,0.14286198,0.04571907,0.02286197,0.02476666
2024-10-10,quality_momentum,2,601319.SH,,0.99938464,-0.00608411,0.00088939,-0.01026823,0.03157276
2024-10-10,quality_momentum,3,002294.SZ,,0.99876922,-0.0363924,-0.04172051,-0.01760378,-0.07929759
2024-10-10,quality_momentum,4,000829.SZ,,0.99815387,-0.05504011,0.01162658,0.05607103,0.25317247
2024-10-10,quality_momentum,5,000521.SZ,,0.99753845,-0.03999524,-0.06856671,-0.04105349,-0.06010111
2024-10-10,quality_momentum,6,002312.SZ,,0.99692309,-0.02967776,0.04404015,0.00130512,0.29083507
2024-10-10,quality_momentum,7,002589.SZ,,0.99630767,0.018648,-0.01902325,0.02207266,0.04946991
2024-10-10,quality_momentum,8,001979.SZ,,0.99569231,0.05811938,0.08232071,0.01358893,0.04843881
2024-10-10,quality_momentum,9,301367.SZ,,0.99507689,-0.03316649,-0.01680762,-0.08765197,-0.07973637
2024-10-10,quality_momentum,10,003006.SZ,,0.99446154,-0.04148497,-0.04955571,-0.04110063,0.04959884
2024-10-10,quality_momentum,11,601965.SH,,0.99384618,-0.01509262,-0.05519822,-0.06575227,-0.06522454
2024-10-10,quality_momentum,12,600455.SH,,0.99323076,-0.04102109,-0.02119264,0.09938614,0.13154051
2024-10-10,quality_momentum,13,603699.SH,,0.9926154,-0.02787399,-0.00932108,-0.00746581,0.08305328
2024-10-10,quality_momentum,14,603218.SH,,0.99199998,-0.02273334,-0.05523338,-0.05190004,0.12309997
2024-10-10,quality_momentum,15,605099.SH,,0.99138463,-0.03507755,-0.06031118,-0.07199342,-0.04769432
2024-10-10,quality_momentum,16,603389.SH,,0.99076921,-0.02690001,0.02751174,0.03633526,0.08486466
2024-10-10,quality_momentum,17,600763.SH,,0.99015385,-0.03504175,-0.06780038,-0.06320266,-0.02871995
2024-10-10,quality_momentum,18,601100.SH,,0.98953849,-0.03979613,-0.09533355,-0.1139549,-0.09615027
2024-10-10,quality_momentum,19,600718.SH,,0.98892307,-0.04895889,-0.05484125,-0.04601766,-0.02052749
2024-10-10,quality_momentum,20,600760.SH,,0.98830771,-0.02546182,-0.03437716,-0.03310352,0.00701534
2024-10-11,quality_momentum,1,002164.SZ,,1.0,-0.00837953,-0.02997778,-0.0105393,0.03697685
2024-10-11,quality_momentum,2,601319.SH,,0.99946064,0.02050891,0.0317134,0.0219095,0.02050891
2024-10-11,quality_momentum,3,002312.SZ,,0.99892128,0.04864943,0.14974839,0.12667141,0.41568242
2024-10-11,quality_momentum,4,000928.SZ,,0.99838185,-0.02038993,-0.0065225,-0.01576743,-0.01884912
2024-10-11,quality_momentum,5,002692.SZ,,0.99784249,-0.0019,-0.01452632,-0.02462733,0.05113028
2024-10-11,quality_momentum,6,002795.SZ,,0.99730313,0.0006641,-0.02241286,-0.00959236,0.11861276
2024-10-11,quality_momentum,7,600316.SH,,0.99676377,0.05246152,0.06215395,0.19068323,0.40939363
2024-10-11,quality_momentum,8,600501.SH,,0.9962244,0.03676744,0.01713627,0.08376333,0.1616931
2024-10-11,quality_momentum,9,600280.SH,,0.99568498,-0.01183377,-0.01845628,-0.01845628,0.02127879
2024-10-11,quality_momentum,10,000651.SZ,,0.99514562,0.02111689,-0.02203976,-0.02984898,-0.03621977
2024-10-11,quality_momentum,11,601100.SH,,0.99460626,-0.01751972,-0.06115297,-0.06098319,-0.04604265
2024-10-11,quality_momentum,12,603997.SH,,0.99406689,0.03896351,-0.01038112,0.03896351,-0.03428247
2024-10-11,quality_momentum,13,600563.SH,,0.99352753,0.01587379,0.04020107,0.13870172,0.14495734
2024-10-11,quality_momentum,14,600272.SH,,0.99298811,0.01000478,-0.04441695,-0.02485915,0.0576238
2024-10-11,quality_momentum,15,600397.SH,,0.99244875,-0.00630528,-0.01071056,0.00250528,0.05096349
2024-10-11,quality_momentum,16,001332.SZ,,0.99190938,0.02811693,0.00244298,0.01959371,0.15679899
2024-10-11,quality_momentum,17,600184.SH,,0.99137002,0.01880396,0.04985989,0.06642302,0.17304828
2024-10-11,quality_momentum,18,600435.SH,,0.99083066,0.03001488,0.02131086,0.08320639,0.11125279
2024-10-11,quality_momentum,19,603040.SH,,0.99029124,-0.01624979,-0.02521842,0.02059425,0.0563363
2024-10-11,quality_momentum,20,001696.SZ,,0.98975188,0.02471873,0.04845971,0.31608559,0.91033025
2024-10-14,quality_momentum,1,601100.SH,,1.0,-0.04467336,-0.0643353,-0.03466989,-0.0410514
2024-10-14,quality_momentum,2,603707.SH,,0.99946094,-0.03800357,0.00354959,0.02671032,0.00627439
2024-10-14,quality_momentum,3,000829.SZ,,0.99892181,-0.0038029,0.03996495,0.20647301,0.33777656
2024-10-14,quality_momentum,4,603997.SH,,0.99838275,-0.05227041,-0.04264071,-0.0359741,-0.07671481
2024-10-14,quality_momentum,5,002479.SZ,,0.99784368,-0.00846458,-0.01284101,0.00685274,0.06155733
2024-10-14,quality_momentum,6,600455.SH,,0.99730456,-0.03364605,0.08540157,0.08328522,0.27058675
2024-10-14,quality_momentum,7,002427.SZ,,0.99676549,-0.03688546,-0.05437815,-0.03397001,0.21967434
2024-10-14,quality_momentum,8,600276.SH,,0.99622643,-0.0310886,-0.04840709,-0.02486166,-0.05580153
2024-10-14,quality_momentum,9,603444.SH,,0.99568731,-0.0258298,-0.02539071,0.04762798,-0.07101086
2024-10-14,quality_momentum,10,002179.SZ,,0.99514824,-3.608e-05,-0.00236598,0.04656219,0.0325827
2024-10-14,quality_momentum,11,603108.SH,,0.99460918,0.01764977,0.01113318,0.09407149,0.06978239
2024-10-14,quality_momentum,12,002555.SZ,,0.99407005,-0.01502496,-0.00690001,0.063725,0.07310003
2024-10-14,quality_momentum,13,603698.SH,,0.99353099,-0.03131179,-0.04895884,0.00332877,0.05038756
2024-10-14,quality_momentum,14,002025.SZ,,0.99299192,-0.01108758,0.0409751,0.11501583,0.08276939
2024-10-14,quality_momentum,15,600637.SH,,0.99245286,-0.02008181,-0.01868323,-0.0019,0.08341467
2024-10-14,quality_momentum,16,600272.SH,,0.99191374,-0.06072352,-0.0691269,-0.02711007,0.05692352
2024-10-14,quality_momentum,17,600501.SH,,0.99137467,-0.03168228,-0.01621844,0.07026497,0.15503022
2024-10-14,quality_momentum,18,002352.SZ,,0.99083561,-0.03593869,-0.0340987,-0.02949889,-0.00879972
2024-10-14,quality_momentum,19,603389.SH,,0.99029648,0.02751174,0.03633526,0.03780588,0.06133527
2024-10-14,quality_momentum,20,001332.SZ,,0.98975742,-0.02782474,-0.03182102,-0.00850978,0.17664777
2024-10-15,quality_momentum,1,001696.SZ,,1.0,0.02266137,0.28371398,0.40862625,0.94897713
2024-10-15,quality_momentum,2,002605.SZ,,0.99925923,0.06062585,0.07594675,0.11155752,0.08215797
2024-10-15,quality_momentum,3,601319.SH,,0.99851853,0.02452555,0.01478983,0.01339898,0.01618067
2024-10-15,quality_momentum,4,600280.SH,,0.99777776,-0.00858896,-0.00858896,0.04157822,0.03154478
2024-10-15,quality_momentum,5,605318.SH,,0.99703705,0.0030047,-0.00625965,0.06621991,0.17521173
2024-10-15,quality_momentum,6,603123.SH,,0.99629629,-0.00573138,0.01342566,0.01470283,0.12836826
2024-10-15,quality_momentum,7,002085.SZ,,0.99555558,0.00085287,0.06554664,0.14675798,0.15708146
2024-10-15,quality_momentum,8,600135.SH,,0.99481481,0.00785609,0.01923823,0.03549838,0.12655528
2024-10-15,quality_momentum,9,000829.SZ,,0.99407405,0.03623154,0.16206567,0.33842407,0.46997799
2024-10-15,quality_momentum,10,003025.SZ,,0.99333334,0.02637592,0.03603103,0.0539621,0.03810006
2024-10-15,quality_momentum,11,003015.SZ,,0.99259257,0.03339417,0.10986474,0.12162942,0.13854118
2024-10-15,quality_momentum,12,600120.SH,,0.99185187,0.00048091,0.0242904,0.00762377,0.10048094
2024-10-15,quality_momentum,13,603707.SH,,0.9911111,0.04262296,0.10410705,0.06806465,0.01152755
2024-10-15,quality_momentum,14,600248.SH,,0.99037039,0.06253913,0.00048664,-0.01138899,-0.00655723
2024-10-15,quality_momentum,15,688793.SH,,0.98962963,-0.09998744,-0.11665402,-0.1005338,-0.13468686
2024-10-15,quality_momentum,16,603778.SH,,0.98888886,0.01302543,0.03392093,0.09362244,0.10257766
2024-10-15,quality_momentum,17,601601.SH,,0.98814815,-0.00879476,0.00711623,0.01904933,0.01878416
2024-10-15,quality_momentum,18,000651.SZ,,0.98740739,-0.0081526,-0.0160725,-0.00398417,-0.03087035
2024-10-15,quality_momentum,19,003001.SZ,,0.98666668,0.02579227,0.05194615,0.12886924,0.45963846
2024-10-15,quality_momentum,20,600839.SH,,0.98592591,,,,
2024-10-16,quality_momentum,1,603336.SH,,1.0,-0.00706797,0.08337126,0.13505094,0.3598571
2024-10-16,quality_momentum,2,002037.SZ,,0.99858558,-0.05866326,-0.01035407,0.04882465,0.0681483
2024-10-16,quality_momentum,3,600415.SH,,0.99717116,-0.00560365,0.07032223,0.01476665,-0.02319624
2024-10-16,quality_momentum,4,002631.SZ,,0.99575675,0.0024956,-0.0106912,-0.0238781,-0.0238781
2024-10-16,quality_momentum,5,600298.SH,,0.99434227,-0.01343208,-0.01480492,-0.003822,-0.0194727
2024-10-16,quality_momentum,6,603108.SH,,0.99292785,-0.00597678,0.07556071,0.0464402,-0.02927325
2024-10-16,quality_momentum,7,603707.SH,,0.99151343,-0.00325315,0.01975088,-0.00257661,-0.00528297
2024-10-16,quality_momentum,8,002862.SZ,,0.99009901,0.00350547,-0.0061042,0.03293486,0.06897091
2024-10-16,quality_momentum,9,003016.SZ,,0.98868459,-0.07090875,-0.08721993,-0.08220111,-0.09725756
2024-10-16,quality_momentum,10,603829.SH,,0.98727018,-0.05786766,-0.03224393,-0.03426682,-0.04640438
2024-10-16,quality_momentum,11,000651.SZ,,0.98585576,-0.02685806,-0.01658117,-0.0023194,-0.06859457
2024-10-16,quality_momentum,12,002818.SZ,,0.98444128,-0.05582912,-0.05197702,0.00965631,0.02121254
2024-10-16,quality_momentum,13,601601.SH,,0.98302686,-0.01391595,0.01812673,0.04269288,-0.01391595
2024-10-16,quality_momentum,14,002202.SZ,,0.98161244,-0.02469793,0.03540567,0.14317769,0.14006882
2024-10-16,quality_momentum,15,600425.SH,,0.98019803,-0.03131177,-0.03665934,-0.03131177,0.0221642
2024-10-16,quality_momentum,16,603458.SH,,0.97878361,-0.05110641,-0.05745562,-0.04475714,-0.02570954
2024-10-16,quality_momentum,17,601118.SH,,0.97736919,-0.00366062,-0.0019,0.03155071,0.03507178
2024-10-16,quality_momentum,18,600283.SH,,0.97595471,-0.02728633,-0.02397509,0.03231636,0.04225007
2024-10-16,quality_momentum,19,000593.SZ,,0.97454029,-0.03657155,-0.02744742,-0.01284889,0.03824595
2024-10-16,quality_momentum,20,688235.SH,,0.97312587,-0.02595019,0.06583558,0.04376051,-0.00439792
2024-10-17,quality_momentum,1,603707.SH,,1.0,0.05839806,0.02384523,-0.00799758,-0.01070761
2024-10-17,quality_momentum,2,002312.SZ,,0.99628252,0.09181672,0.17168898,0.28670494,1.09394665
2024-10-17,quality_momentum,3,605286.SH,,0.99256504,0.01909012,0.04364455,0.06107027,0.10661482
2024-10-17,quality_momentum,4,603863.SH,,0.98884761,0.00330651,0.04842977,0.03593409,0.03038047
2024-10-17,quality_momentum,5,603312.SH,,0.98513013,0.00499248,-0.02347621,0.01877733,-0.04894821
2024-10-17,quality_momentum,6,605318.SH,,0.98141265,0.00029412,0.07325078,0.00742523,0.24165447
2024-10-17,quality_momentum,7,603856.SH,,0.97769517,0.01201306,0.03723039,0.03809995,0.00244783
2024-10-17,quality_momentum,8,000912.SZ,,0.97397768,0.01441706,0.01907906,0.00975506,0.002762
2024-10-17,quality_momentum,9,603186.SH,,0.9702602,0.03042922,0.03336819,0.01940789,0.01206037
2024-10-17,quality_momentum,10,603176.SH,,0.96654278,-0.0019,-0.00395764,0.02279134,0.02690653
2024-10-17,quality_momentum,11,600156.SH,,0.9628253,0.03718043,0.23718047,0.09465172,0.11534141
2024-10-17,quality_momentum,12,000753.SZ,,0.95910782,0.01758053,0.00784023,0.06303507,0.21238569
2024-10-17,quality_momentum,13,000691.SZ,,0.95539033,0.0172898,0.00876098,-0.01042876,-0.01895758
2024-10-17,quality_momentum,14,000510.SZ,,0.95167285,,,,
2024-10-17,quality_momentum,15,002205.SZ,,0.94795537,0.00438933,-0.00064211,0.00816288,0.15407482
2024-10-17,quality_momentum,16,002037.SZ,,0.94423795,0.01090409,0.08132664,0.11205645,0.11845852
2024-10-17,quality_momentum,17,603967.SH,,0.94052047,0.00218586,0.01342183,0.00933596,-0.00394282
2024-10-17,quality_momentum,18,002075.SZ,,0.93680298,0.08033683,-0.01670269,-0.03315004,0.05895525
