signal_date,variant,rank,symbol,name,score,return_1d_net,return_3d_net,return_5d_net,return_10d_net
2024-11-04,quality_momentum,20,600569.SH,,0.9791438,0.058706,0.068807,0.0233525,-0.04230406
2024-11-05,quality_momentum,1,600605.SH,,1.0,-0.01865363,0.0280369,0.12965732,0.02666366
2024-11-05,quality_momentum,2,601800.SH,,0.99832773,0.01832866,-0.00014099,-0.03532129,-0.03444179
2024-11-05,quality_momentum,3,603816.SH,,0.99665552,0.02024808,-0.00068643,-0.03709417,-0.13842913
2024-11-05,quality_momentum,4,002600.SZ,,0.99498326,-0.05014567,-0.06549646,-0.02054034,-0.09290883
2024-11-05,quality_momentum,5,002837.SZ,,0.99331105,-0.05800754,0.02060147,0.05800641,0.04719408
2024-11-05,quality_momentum,6,001323.SZ,,0.99163878,0.03239503,0.01225351,0.00517679,-0.03020702
2024-11-05,quality_momentum,7,000525.SZ,,0.98996657,-0.00990003,,,
2024-11-05,quality_momentum,8,600764.SH,,0.9882943,-0.02729686,0.0133381,-0.04602701,-0.14031268
2024-11-05,quality_momentum,9,002897.SZ,,0.9866221,-0.01074212,-0.0172684,-0.02547897,-0.12400524
2024-11-05,quality_momentum,10,002438.SZ,,0.98494983,-0.00047954,-0.00047954,0.00946365,-0.0359909
2024-11-05,quality_momentum,11,001270.SZ,,0.98327762,0.0222041,0.15594988,0.04225529,-0.0377362
2024-11-05,quality_momentum,12,603317.SH,,0.98160535,-0.03027844,0.03864052,0.03188372,-0.0437919
2024-11-05,quality_momentum,13,601963.SH,,0.97993308,-0.03200747,0.0088527,-0.04168486,-0.00512572
2024-11-05,quality_momentum,14,600570.SH,,0.97826087,-0.02812952,0.02072295,0.10629677,-0.01927703
2024-11-05,quality_momentum,15,600702.SH,,0.97658861,0.00752862,0.09810009,0.13524287,0.06381434
2024-11-05,quality_momentum,16,002351.SZ,,0.9749164,-0.04865328,-0.06813376,0.00459349,0.03121685
2024-11-05,quality_momentum,17,002510.SZ,,0.97324413,,,,
2024-11-05,quality_momentum,18,600458.SH,,0.97157192,0.03092448,0.02481757,0.01565728,-0.00953353
2024-11-05,quality_momentum,19,600391.SH,,0.96989965,-0.03698773,-0.01298032,-0.03791111,-0.11732013
2024-11-05,quality_momentum,20,300151.SZ,,0.96822745,-0.05378473,-0.04801977,-0.02629023,-0.03294217
2024-11-06,quality_momentum,1,600048.SH,,1.0,0.05455154,-0.02878174,-0.03146989,-0.09598605
2024-11-06,quality_momentum,2,002532.SZ,,0.99937963,0.05365552,0.00365551,-0.0330112,-0.03525733
2024-11-06,quality_momentum,3,300699.SZ,,0.99875933,0.0062081,0.06647844,0.0043163,-0.04325131
2024-11-06,quality_momentum,4,300898.SZ,,0.99813896,0.05288847,0.04442519,0.03596191,-0.01704471
2024-11-06,quality_momentum,5,000408.SZ,,0.9975186,0.06117852,0.0375241,0.0430092,0.00289949
2024-11-06,quality_momentum,6,600391.SH,,0.99689823,-0.00237848,0.02489423,-0.00285696,-0.07558416
2024-11-06,quality_momentum,7,002271.SZ,,0.99627793,0.03796929,-0.0169327,-0.01497188,-0.08621374
2024-11-06,quality_momentum,8,603227.SH,,0.99565756,0.00918645,-0.01742103,0.02359883,0.07016212
2024-11-06,quality_momentum,9,601606.SH,,0.9950372,0.01160279,0.11088793,0.06243673,-0.00904854
2024-11-06,quality_momentum,10,301007.SZ,,0.99441689,0.02054391,0.067302,0.0697958,0.05795036
2024-11-06,quality_momentum,11,300697.SZ,,0.99379653,0.03263449,0.01912098,-0.00865675,-0.09724535
2024-11-06,quality_momentum,12,688093.SH,,0.99317616,0.01480647,0.05490194,0.00955585,-0.04056347
2024-11-06,quality_momentum,13,002195.SZ,,0.99255586,-0.03862313,0.00092486,-0.06122204,-0.11206946
2024-11-06,quality_momentum,14,600152.SH,,0.99193549,0.0216988,0.03644805,0.04087286,0.06889646
2024-11-06,quality_momentum,15,002445.SZ,,0.99131513,0.05717178,0.06983,0.04029415,-0.00611941
2024-11-06,quality_momentum,16,603816.SH,,0.99069476,0.02956329,-0.04078399,-0.08233934,-0.15446757
2024-11-06,quality_momentum,17,603663.SH,,0.99007446,-0.0135279,0.02294142,-0.00877107,0.02135581
2024-11-06,quality_momentum,18,301132.SZ,,0.98945409,0.04152189,0.08364757,0.03115247,-0.03462848
2024-11-06,quality_momentum,19,300335.SZ,,0.98883373,0.03477958,0.02898808,0.00582207,0.01933554
2024-11-06,quality_momentum,20,002023.SZ,,0.98821342,-0.0019,0.03976667,-0.01690003,-0.05856669
2024-11-07,quality_momentum,1,600048.SH,,1.0,-0.07484313,-0.08926211,-0.12743012,-0.14948269
2024-11-07,quality_momentum,2,688469.SH,,0.99944723,0.11112686,0.09388545,0.05748705,0.01917282
2024-11-07,quality_momentum,3,002532.SZ,,0.99889439,-0.01768944,-0.08611054,-0.09874215,-0.08182373
2024-11-07,quality_momentum,4,300160.SZ,,0.99834162,-0.04531083,-0.06236513,-0.05926437,-0.08407052
2024-11-07,quality_momentum,5,603816.SH,,0.99778885,-0.05225971,-0.08679206,-0.14118056,-0.17110862
2024-11-07,quality_momentum,6,300315.SZ,,0.99723601,-0.02005184,-0.03160294,-0.04150392,-0.02665249
2024-11-07,quality_momentum,7,600556.SH,,0.99668324,-0.051405,-0.03556343,-0.04546441,0.03968412
2024-11-07,quality_momentum,8,000807.SZ,,0.99613047,-0.04983283,-0.09117501,-0.11334394,-0.15228943
2024-11-07,quality_momentum,9,603011.SH,,0.99557769,-0.02503629,-0.0263216,-0.01346814,0.14848554
2024-11-07,quality_momentum,10,002043.SZ,,0.99502486,-0.05363747,-0.06058726,-0.07371469,-0.10846369
2024-11-07,quality_momentum,11,300161.SZ,,0.99447209,0.03703633,-6.5e-07,-0.04431847,-0.08958599
2024-11-07,quality_momentum,12,920982.BJ,,0.99391931,-0.03086971,-0.03896837,-0.05504474,-0.11548228
2024-11-07,quality_momentum,13,300737.SZ,,0.99336648,-0.04662843,-0.06420029,-0.10253896,-0.13928014
2024-11-07,quality_momentum,14,600369.SH,,0.99281371,-0.07217034,-0.0955937,-0.10820632,-0.12262075
2024-11-07,quality_momentum,15,603927.SH,,0.99226093,0.03602414,0.02364893,-0.01866643,-0.05738899
2024-11-07,quality_momentum,16,600117.SH,,0.9917081,-0.0325123,-0.0563218,-0.09713808,-0.1039408
2024-11-07,quality_momentum,17,300346.SZ,,0.99115533,0.00437566,-0.04539707,-0.07785757,-0.13585374
2024-11-07,quality_momentum,18,000544.SZ,,0.99060255,0.00333012,-0.01340628,-0.05524733,-0.06047745
2024-11-07,quality_momentum,19,002373.SZ,,0.99004978,0.0262052,0.00353973,-0.04723093,-0.06808315
2024-11-07,quality_momentum,20,002371.SZ,,0.98949695,0.04140397,0.05024246,0.01283842,-0.01349477
2024-11-08,quality_momentum,1,600703.SH,,1.0,0.06721146,0.03195054,-0.04985486,-0.08582101
2024-11-08,quality_momentum,2,688111.SH,,0.9995997,0.05682376,0.10222691,0.02276256,0.10402885
2024-11-08,quality_momentum,3,300236.SZ,,0.99919933,0.03828912,0.06192978,-0.05627357,-0.09788114
2024-11-08,quality_momentum,4,300207.SZ,,0.99879903,0.09951205,0.06827539,0.02890872,-0.01816015
2024-11-08,quality_momentum,5,300790.SZ,,0.99839872,0.04157827,0.04099854,0.03346235,-0.07320435
2024-11-08,quality_momentum,6,002466.SZ,,0.99799842,0.11366861,0.12004475,0.00261652,0.05548576
2024-11-08,quality_momentum,7,300738.SZ,,0.99759805,0.02624815,0.03069258,-0.03449265,-0.05745555
2024-11-08,quality_momentum,8,688352.SH,,0.99719775,0.09435278,0.02675542,-0.06068027,-0.08432972
2024-11-08,quality_momentum,9,600498.SH,,0.99679744,0.05576316,0.01276867,-0.05147009,-0.08940632
2024-11-08,quality_momentum,10,000672.SZ,,0.99639714,0.00164189,0.00164189,-0.0325966,-0.06919632
2024-11-08,quality_momentum,11,300613.SZ,,0.99599677,0.07669761,0.01909792,-0.06759058,-0.12519029
2024-11-08,quality_momentum,12,300263.SZ,,0.99559647,0.04584533,-0.00853132,-0.05362415,-0.00985758
2024-11-08,quality_momentum,13,300383.SZ,,0.99519616,0.03115781,0.012976,-0.0531397,-0.09280906
2024-11-08,quality_momentum,14,600588.SH,,0.99479586,,,,
2024-11-08,quality_momentum,15,300327.SZ,,0.99439549,0.03920076,-0.0179829,-0.07766838,-0.12448754
2024-11-08,quality_momentum,16,300253.SZ,,0.99399519,0.06099303,0.04212518,0.03835149,-0.01070504
2024-11-08,quality_momentum,17,002812.SZ,,0.99359488,,,,
2024-11-08,quality_momentum,18,300329.SZ,,0.99319458,0.03643864,0.01726932,-0.02266675,-0.04503101
2024-11-08,quality_momentum,19,688061.SH,,0.99279422,0.0817431,0.03465516,-0.05363487,-0.10908713
2024-11-08,quality_momentum,20,688401.SH,,0.99239391,0.05216329,0.07528467,-0.02672146,-0.07840457
2024-11-11,quality_momentum,1,300673.SZ,,1.0,-0.02844864,-0.04732774,-0.08154599,-0.11281447
2024-11-11,quality_momentum,2,002600.SZ,,0.99961507,0.00371802,0.00596518,-0.10189999,-0.10527079
2024-11-11,quality_momentum,3,002579.SZ,,0.99923021,-0.00851516,-0.06805209,-0.1198713,-0.09671805
2024-11-11,quality_momentum,4,000733.SZ,,0.99884528,-0.04674895,-0.09272378,-0.12293579,-0.18523647
2024-11-11,quality_momentum,5,601012.SH,,0.99846035,-0.01535294,-0.0457465,-0.08809829,-0.10553727
2024-11-11,quality_momentum,6,301025.SZ,,0.99807543,-0.03671288,-0.06021159,-0.11243088,-0.06630382
2024-11-11,quality_momentum,7,600633.SH,,0.99769056,-0.04589327,-0.05858362,-0.11526716,-0.10088479
2024-11-11,quality_momentum,8,300207.SZ,,0.99730563,-0.039196,-0.05784403,-0.08503905,-0.09669409
2024-11-11,quality_momentum,9,600877.SH,,0.9969207,-0.05694591,-0.08324556,-0.14012632,-0.19394895
2024-11-11,quality_momentum,10,002935.SZ,,0.99653578,-0.04078888,-0.08023327,-0.13467775,-0.16189998
2024-11-11,quality_momentum,11,600135.SH,,0.99615091,0.05552301,-0.03551341,-0.08453301,0.02050901
2024-11-11,quality_momentum,12,600186.SH,,0.99576598,-0.01225191,-0.00397034,-0.00397034,0.00224078
2024-11-11,quality_momentum,13,603220.SH,,0.99538106,-0.06458883,-0.10688486,-0.17372779,-0.18316886
2024-11-11,quality_momentum,14,300031.SZ,,0.99499613,-0.02596154,-0.05627915,-0.10728977,0.02264281
2024-11-11,quality_momentum,15,600640.SH,,0.99461126,-0.02945026,-0.02572719,-0.0704033,-0.04210847
2024-11-11,quality_momentum,16,002632.SZ,,0.99422634,-0.03412221,-0.07412213,-0.11301107,-0.05189993
2024-11-11,quality_momentum,17,002205.SZ,,0.99384141,0.01063917,-0.0353378,-0.0875844,-0.06982055
2024-11-11,quality_momentum,18,600435.SH,,0.99345648,-0.05376384,-0.08698912,-0.15343968,-0.17045757
2024-11-11,quality_momentum,19,300143.SZ,,0.99307162,-0.0403615,-0.0985011,-0.12533474,-0.13427925
2024-11-11,quality_momentum,20,002230.SZ,,0.99268669,-0.04758627,0.03692354,-0.07444901,-0.06052745
2024-11-12,quality_momentum,1,300738.SZ,,1.0,0.06222215,-0.00495347,-0.08892291,-0.0812893
2024-11-12,quality_momentum,2,300534.SZ,,0.99965179,-0.01659147,-0.09200773,-0.10278145,-0.09102832
2024-11-12,quality_momentum,3,600526.SH,,0.99930364,-0.01186022,-0.0517008,-0.0437327,-0.03576451
2024-11-12,quality_momentum,4,300644.SZ,,0.99895543,0.00876097,-0.04027956,-0.07013027,-0.04667614
2024-11-12,quality_momentum,5,002138.SZ,,0.99860722,-0.00251483,-0.04063347,-0.03202606,-0.06430394
2024-11-12,quality_momentum,6,002409.SZ,,0.99825907,-0.01387182,-0.08063242,-0.10049155,-0.13035074
2024-11-12,quality_momentum,7,300207.SZ,,0.99791086,0.00738161,-0.02974508,-0.02934149,-0.10077008
2024-11-12,quality_momentum,8,600338.SH,,0.99756265,0.00975697,0.09635148,0.10800836,-0.03020975
2024-11-12,quality_momentum,9,601012.SH,,0.9972145,0.02335253,-0.0680616,-0.05998079,-0.09028384
2024-11-12,quality_momentum,10,300253.SZ,,0.99686629,-0.04567871,-0.04913502,-0.11134698,-0.14360501
2024-11-12,quality_momentum,11,600399.SH,,0.99651814,0.00352003,-0.06423061,-0.09946101,-0.15230652
2024-11-12,quality_momentum,12,002579.SZ,,0.99616992,-0.01854823,-0.07515193,-0.08292114,-0.10400878
2024-11-12,quality_momentum,13,603220.SH,,0.99582171,0.00575516,-0.05790317,-0.09899912,-0.12881379
2024-11-12,quality_momentum,14,300316.SZ,,0.99547356,0.06310001,-0.0387421,-0.0576895,-0.11900525
2024-11-12,quality_momentum,15,000733.SZ,,0.99512535,-0.00936557,-0.07459156,-0.07007286,-0.15101586
2024-11-12,quality_momentum,16,300505.SZ,,0.99477714,0.01323313,-0.06727535,-0.06485402,-0.02974505
2024-11-12,quality_momentum,17,000063.SZ,,0.99442899,0.01841923,-0.03412063,-0.06692183,-0.12526724
2024-11-12,quality_momentum,18,300381.SZ,,0.99408078,-0.01430699,-0.075101,-0.08254517,-0.04284297
2024-11-12,quality_momentum,19,603259.SH,,0.99373257,-0.02587077,-0.09048781,-0.10212581,-0.15058851
2024-11-12,quality_momentum,20,300684.SZ,,0.99338442,0.06255751,0.09206277,0.01716488,-0.05500944
2024-11-13,quality_momentum,1,002888.SZ,,1.0,-0.07593798,-0.12416004,-0.03599638,-0.01651275
2024-11-13,quality_momentum,2,600640.SH,,0.99965686,-0.0365097,-0.08069233,-0.03209148,-0.01220927
2024-11-13,quality_momentum,3,300928.SZ,,0.99931365,-0.01921705,-0.09799753,-0.0840951,-0.14580248
2024-11-13,quality_momentum,4,300405.SZ,,0.99897051,-0.03914391,-0.03914391,0.01299757,-0.02238411
2024-11-13,quality_momentum,5,600399.SH,,0.99862731,-0.03963582,-0.1124121,-0.09758734,-0.12993234
2024-11-13,quality_momentum,6,002600.SZ,,0.99828416,-0.05768951,-0.15874214,-0.12821579,-0.12505793
2024-11-13,quality_momentum,7,300738.SZ,,0.99794096,-0.06717977,-0.16832758,-0.06933188,-0.08654853
2024-11-13,quality_momentum,8,688382.SH,,0.99759781,-0.02355721,-0.12336892,0.01034107,-0.03014861
2024-11-13,quality_momentum,9,301042.SZ,,0.99725461,-0.03933589,-0.07702821,-0.00497692,-0.02765861
2024-11-13,quality_momentum,10,002362.SZ,,0.99691147,-0.02017551,-0.10124399,-0.04079409,0.08104285
2024-11-13,quality_momentum,11,601995.SH,,0.99656826,0.00144361,-0.07365922,-0.07365922,-0.09860775
2024-11-13,quality_momentum,12,002162.SZ,,0.99622512,-0.04977236,-0.08966594,-0.06572979,-0.04445322
2024-11-13,quality_momentum,13,301396.SZ,,0.99588197,0.0909771,-0.08011223,0.12065585,-0.01726307
2024-11-13,quality_momentum,14,600906.SH,,0.99553877,-0.02431596,-0.08284644,-0.06665716,-0.07039312
2024-11-13,quality_momentum,15,688019.SH,,0.99519563,-0.03628554,-0.05025273,-0.00791275,-0.04142146
2024-11-13,quality_momentum,16,300402.SZ,,0.99485242,-0.04151586,-0.08953506,-0.0235086,-0.04151586
2024-11-13,quality_momentum,17,603100.SH,,0.99450928,0.02086863,-0.01009672,0.06595063,0.02997611
2024-11-13,quality_momentum,18,000532.SZ,,0.99416608,-0.05453153,-0.10716314,-0.08545258,-0.09334733
2024-11-13,quality_momentum,19,300444.SZ,,0.99382293,-0.03497884,-0.10113665,-0.03752342,-0.06424095
2024-11-13,quality_momentum,20,601798.SH,,0.99347973,-0.03458942,-0.09848248,-0.02121651,-0.04350479
2024-11-14,quality_momentum,1,300505.SZ,,1.0,-0.03810476,-0.03560786,0.10609006,0.02931102
2024-11-14,quality_momentum,2,002517.SZ,,0.99957895,-0.0194824,-0.02241281,0.00176303,-0.06710146
2024-11-14,quality_momentum,3,300928.SZ,,0.99915791,-0.04632792,-0.07114798,-0.08380616,-0.13319811
2024-11-14,quality_momentum,4,603616.SH,,0.99873686,-0.01944384,-0.04450654,0.00311259,0.0256689
2024-11-14,quality_momentum,5,688550.SH,,0.99831581,-0.02659134,-0.03029507,-0.02813454,-0.02041853
2024-11-14,quality_momentum,6,002591.SZ,,0.99789476,-3.08e-05,-0.03367572,0.03735234,0.06352055
2024-11-14,quality_momentum,7,002045.SZ,,0.99747366,,,,
2024-11-14,quality_momentum,8,002806.SZ,,0.99705261,0.07690221,0.03828914,0.09266271,0.02252872
2024-11-14,quality_momentum,9,300644.SZ,,0.99663156,-0.07353445,-0.10235286,-0.0228963,-0.04842124
2024-11-14,quality_momentum,10,688288.SH,,0.99621052,-0.02738479,-0.05009944,-0.03624897,-0.03680306
2024-11-14,quality_momentum,11,002600.SZ,,0.99578947,-0.00524444,-0.0777083,-0.08216756,-0.08997136
2024-11-14,quality_momentum,12,603100.SH,,0.99536842,0.01813566,0.03549985,0.05063785,-0.02905933
2024-11-14,quality_momentum,13,601881.SH,,0.99494737,-0.06234278,-0.06952411,-0.05097239,-0.09106812
2024-11-14,quality_momentum,14,601995.SH,,0.99452633,-0.04881101,-0.0813668,-0.07393275,-0.10930834
2024-11-14,quality_momentum,15,002103.SZ,,0.99410528,,,,
2024-11-14,quality_momentum,16,002230.SZ,,0.99368423,0.01697503,-0.09986148,-0.06381014,-0.10533531
2024-11-14,quality_momentum,17,600748.SH,,0.99326319,0.00086249,-0.01018729,0.03124921,-0.0019
2024-11-14,quality_momentum,18,600584.SH,,0.99284208,-0.03813518,-0.04565566,-0.06639406,-0.12906497
2024-11-14,quality_momentum,19,688190.SH,,0.99242103,-0.02933175,-0.01915911,-0.06887915,-0.12019929
2024-11-14,quality_momentum,20,300448.SZ,,0.99199998,-0.03102617,-0.11979179,-0.10176127,0.00919572
2024-11-15,quality_momentum,1,002292.SZ,,1.0,-0.1043259,-0.02076791,0.07761485,0.211038
2024-11-15,quality_momentum,2,000928.SZ,,0.99923897,-0.09221419,-0.09221419,-0.07258066,-0.07519848
2024-11-15,quality_momentum,3,601615.SH,,0.99847794,0.00613213,0.01416427,0.00854177,0.13866225
2024-11-15,quality_momentum,4,000037.SZ,,0.9977169,-0.04564997,-0.03731664,-0.0477333,-0.01231666
2024-11-15,quality_momentum,5,688012.SH,,0.99695587,-0.00503087,-0.01582522,-0.02909628,0.0334271
2024-11-15,quality_momentum,6,002008.SZ,,0.99619484,-0.07895904,-0.00508136,-0.0644663,-0.06481979
2024-11-15,quality_momentum,7,603011.SH,,0.99543381,-0.0434584,0.08251566,0.0643338,0.01108706
2024-11-15,quality_momentum,8,688049.SH,,0.99467278,-0.05770736,0.01283088,-0.01549774,0.1306779
2024-11-15,quality_momentum,9,002779.SZ,,0.99391174,-0.03764937,0.02029611,0.17665048,0.25129198
2024-11-15,quality_momentum,10,300413.SZ,,0.99315071,-0.04711183,0.00094799,-0.01364801,0.01625587
2024-11-15,quality_momentum,11,603100.SH,,0.99238968,-0.05122344,0.02167049,-0.03376386,-0.05515189
2024-11-15,quality_momentum,12,600326.SH,,0.99162859,-0.08919137,-0.05709895,-0.06865225,-0.01345329
2024-11-15,quality_momentum,13,600571.SH,,0.99086756,-0.12635413,-0.06449097,-0.07395236,-0.03028423
2024-11-15,quality_momentum,14,000997.SZ,,0.99010652,-0.05240748,0.01523708,-0.01191946,0.03992484
2024-11-15,quality_momentum,15,301303.SZ,,0.98934549,-0.02485086,0.00990329,-0.04489082,-0.02179056
2024-11-15,quality_momentum,16,002241.SZ,,0.98858446,-0.08831505,-0.06793769,-0.07095658,-0.03577021
2024-11-15,quality_momentum,17,002806.SZ,,0.98782343,-0.10343393,0.02877933,-0.03623158,-0.05230172
2024-11-15,quality_momentum,18,002106.SZ,,0.98706239,-0.04628645,0.04248645,-0.01408455,-0.02191745
2024-11-15,quality_momentum,19,002362.SZ,,0.98630136,-0.09572366,-0.03490325,0.03204631,0.11314011
2024-11-15,quality_momentum,20,300018.SZ,,0.98554033,-0.07220132,0.00240411,0.00670829,0.02392493
2024-11-18,quality_momentum,1,600152.SH,,1.0,0.02309994,0.03927643,0.04957057,0.0054529
2024-11-18,quality_momentum,2,301303.SZ,,0.99806952,0.0383685,0.03500769,-0.00417193,0.0120403
2024-11-18,quality_momentum,3,000679.SZ,,0.99613899,0.0398633,0.23707918,0.16051306,0.32060577
2024-11-18,quality_momentum,4,000050.SZ,,0.99420851,0.02117693,-0.00409785,-0.05025171,0.01788015
2024-11-18,quality_momentum,5,002351.SZ,,0.99227798,0.01018651,0.00764196,-0.0477015,0.06171321
2024-11-18,quality_momentum,6,603227.SH,,0.9903475,-0.01760677,0.01799534,0.03265499,-0.03540787
2024-11-18,quality_momentum,7,300572.SZ,,0.98841697,0.0124885,0.01082825,0.06893568,0.13257705
2024-11-18,quality_momentum,8,600338.SH,,0.98648649,0.08183981,0.03793738,-0.02222521,-0.03116829
2024-11-18,quality_momentum,9,002245.SZ,,0.98455596,0.05977845,0.24986948,,0.14572388
2024-11-18,quality_momentum,10,600742.SH,,0.98262548,-0.00087965,0.03483463,-0.0151653,-0.02026737
2024-11-18,quality_momentum,11,300174.SZ,,0.98069501,0.07488889,0.10630255,0.06092733,0.05278301
2024-11-18,quality_momentum,12,603153.SH,,0.97876447,-0.02929723,-0.03213146,-0.07558918,-0.07039308
2024-11-18,quality_momentum,13,688707.SH,,0.976834,0.00677505,0.01860467,-0.0089978,0.03595485
2024-11-18,quality_momentum,14,000623.SZ,,0.97490346,0.01627208,0.02215126,-0.02702023,-0.01205506
2024-11-18,quality_momentum,15,600050.SH,,0.97297299,-0.04445312,-0.04799926,-0.09409852,-0.09055248
2024-11-18,quality_momentum,16,603032.SH,,0.97104245,0.04007382,0.01908691,-0.0506805,-0.06883145
2024-11-18,quality_momentum,17,600186.SH,,0.96911198,0.00432401,0.00639875,0.00432401,0.0769381
2024-11-18,quality_momentum,18,000812.SZ,,0.96718144,,,,
2024-11-18,quality_momentum,19,603385.SH,,0.96525097,-0.01053304,-0.01628849,-0.01916615,0.05709287
2024-11-18,quality_momentum,20,301127.SZ,,0.96332043,0.04006358,0.09944598,0.1461602,0.24117205
2024-11-19,quality_momentum,1,002467.SZ,,1.0,,,,
2024-11-19,quality_momentum,2,002245.SZ,,0.99779737,0.06476667,0.20476677,-0.01142376,0.06762382
2024-11-19,quality_momentum,3,300890.SZ,,0.99559474,0.07006101,0.0018271,-0.05923946,-0.02139535
2024-11-19,quality_momentum,4,600704.SH,,0.99339205,-0.00921256,-0.05126009,-0.05126009,0.00541265
2024-11-19,quality_momentum,5,603227.SH,,0.99118942,0.02682344,0.01299358,-0.01679358,0.01831272
2024-11-19,quality_momentum,6,002846.SZ,,0.98898679,0.0273464,0.02172206,0.11058595,0.06896617
2024-11-19,quality_momentum,7,603011.SH,,0.98678416,0.01639275,-0.00068046,-0.07507072,-0.02141218
2024-11-19,quality_momentum,8,301303.SZ,,0.98458147,-0.00641612,-0.06032645,-0.04409239,-0.02720905
2024-11-19,quality_momentum,9,603222.SH,,0.98237884,0.02652381,-0.05745553,-0.04582761,0.03169176
2024-11-19,quality_momentum,10,002434.SZ,,0.98017621,0.02835722,-0.00795139,-0.02610576,0.02079288
2024-11-19,quality_momentum,11,600152.SH,,0.97797358,0.03970695,0.0110125,-0.01768187,-0.02915963
2024-11-19,quality_momentum,12,002092.SZ,,0.97577095,0.04518521,0.07433322,0.0294901,0.05191161
2024-11-19,quality_momentum,13,603100.SH,,0.97356826,0.00453778,-0.0499687,-0.04739354,-0.06756527
2024-11-19,quality_momentum,14,002110.SZ,,0.97136563,0.00081004,-0.06152062,-0.05068051,-0.01274011
2024-11-19,quality_momentum,15,600186.SH,,0.969163,0.01253303,-0.00602371,0.01253303,0.04552268
2024-11-19,quality_momentum,16,002738.SZ,,0.96696037,-0.01308169,-0.02045141,-0.05399659,-0.02858354
2024-11-19,quality_momentum,17,600742.SH,,0.96475768,0.0205261,-0.00699676,-0.04573279,-0.01209363
2024-11-19,quality_momentum,18,920185.BJ,,0.96255505,0.0400708,-0.03657152,-0.07525763,-0.0723379
2024-11-19,quality_momentum,19,000623.SZ,,0.96035242,-0.00085011,-0.03339603,-0.05859292,-0.02132253
2024-11-19,quality_momentum,20,002806.SZ,,0.95814979,0.06703938,-0.00038481,-0.0019,0.03597879
2024-11-20,quality_momentum,1,688271.SH,,1.0,-0.03246948,-0.09060739,-0.07406639,-0.02772356
2024-11-20,quality_momentum,2,600810.SH,,0.99694192,-0.00697611,-0.02601165,-0.01459032,0.03870916
2024-11-20,quality_momentum,3,002092.SZ,,0.99388379,0.03450259,-0.0190306,-0.01474795,-0.01474795
2024-11-20,quality_momentum,4,600884.SH,,0.99082571,0.006373,-0.07118646,-0.10841497,-0.11875627
2024-11-20,quality_momentum,5,300888.SZ,,0.98776758,-0.00923437,-0.03010877,-0.01177312,0.0136148
2024-11-20,quality_momentum,6,600163.SH,,0.9847095,-0.03430747,0.00272961,-0.0404803,-0.07134446
2024-11-20,quality_momentum,7,002245.SZ,,0.98165137,,,,
2024-11-20,quality_momentum,8,600742.SH,,0.97859329,0.01106111,-0.03779226,-0.06471154,-0.05274739
2024-11-20,quality_momentum,9,603373.SH,,0.97553515,-0.00523236,-0.06309363,-0.07066703,-0.03552622
2024-11-20,quality_momentum,10,002644.SZ,,0.97247708,0.09821643,0.0318602,0.06212797,0.05048658
2024-11-20,quality_momentum,11,688737.SH,,0.96941894,-0.012544,-0.04394369,-0.03329969,0.09496001
2024-11-20,quality_momentum,12,002091.SZ,,0.96636087,0.00934994,-0.02690004,-0.03815005,-0.04815005
2024-11-20,quality_momentum,13,600616.SH,,0.96330273,-0.01004335,-0.05401731,-0.06378927,-0.01655802
2024-11-20,quality_momentum,14,300780.SZ,,0.96024466,-0.03249071,0.03765697,-0.03196328,-0.04409405
2024-11-20,quality_momentum,15,603011.SH,,0.95718652,0.06995622,-0.0390258,-0.08333716,-0.01387609
2024-11-20,quality_momentum,16,603227.SH,,0.95412844,0.00533886,0.01981659,-0.04636752,-0.03809443
2024-11-20,quality_momentum,17,000990.SZ,,0.95107031,-0.01942464,-0.07966562,-0.10266675,-0.08733266
2024-11-20,quality_momentum,18,605580.SH,,0.94801223,-0.00289895,-0.03886303,-0.04385808,-0.00289895
2024-11-20,quality_momentum,19,002324.SZ,,0.94495416,,,,
2024-11-20,quality_momentum,20,002738.SZ,,0.94189602,0.00992216,0.00041301,-0.01680621,-0.02554433
2024-11-21,quality_momentum,1,688271.SH,,1.0,-0.03364952,-0.07490226,-0.06741482,0.03841675
2024-11-21,quality_momentum,2,002139.SZ,,0.99760765,-0.03775353,-0.11335756,-0.08062178,-0.01203256
2024-11-21,quality_momentum,3,301125.SZ,,0.9952153,-0.05340207,-0.03880984,-0.0190673,0.02385112
2024-11-21,quality_momentum,4,603687.SH,,0.99282295,-0.00811889,-0.03796963,0.00431895,0.01551297
2024-11-21,quality_momentum,5,600742.SH,,0.99043059,-0.04127,-0.07867162,-0.07276613,-0.06390785
2024-11-21,quality_momentum,6,600303.SH,,0.9880383,-0.03295594,0.0229447,0.0229447,-0.01121676
2024-11-21,quality_momentum,7,603583.SH,,0.98564595,-0.0523014,-0.08664573,-0.08887594,0.18454071
2024-11-21,quality_momentum,8,601121.SH,,0.9832536,-0.04097381,-0.04531538,-0.04097381,-0.02650202
2024-11-21,quality_momentum,9,002774.SZ,,0.98086125,-0.01424564,0.0269066,0.09000675,0.0529697
2024-11-21,quality_momentum,10,002390.SZ,,0.97846889,-0.04493798,-0.02215312,-0.0196215,-0.01455821
2024-11-21,quality_momentum,11,002580.SZ,,0.97607654,-0.03987461,0.1258331,0.00500452,0.02571795
